cJobId,cTitle,Status,Created Date,Start Date,End Date,sWork,Employer,sEducation,sExperience,sLocation,sOccupation,Occupation,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,fMinSalary,fMaxSalary,fMeanSalary,Sub-Industry,sIndustry
C4A3M3,"Senior Associate, Dispute Resolution",Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Appleby (cayman) Ltd.,Bachelor´s Degree,5-6 Years,George Town,118,Lawyers,37.5,USD,Per Year,"USD$180,000 - USD$230,000 Per Annum (paid Per Annum)","$180,000","$230,000","$150,000","$191,667","$170,833",Legal Services,"Professional, Scientfic and Technical Activities"
C4T6V5,Janitor,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Agl Group Ltd T/a Docuplus Agency,High School or Equivalent,5-6 Years,West Bay,445,Other cleaning workers,45,KYD,Per Week,KYD$8 Per Hour (paid Weekly),"$18,720","$18,720","$18,720","$18,720","$18,720",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
C7V5E3,Anaesthesia Technician,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Health City Cayman Islands,Bachelor´s Degree,1-2 Years,George Town,180,Health Associate Professionals not elsewhere classified,45,USD,Per Month,"USD$2,000 - USD$2,400 Monthly","$24,000","$28,800","$20,000","$24,000","$22,000","Health, Medical & Social Care",Human Health and Social Work Activities
C8V7N7,Janitor/cleaner,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Joel G Hydes T/a Sydia's Construction And Maintenance,High School or Equivalent,3-4 Years,George Town,441,Cleaners and helpers in offices hotels and other establishments,45,KYD,Bi-Weekly,"KYD$16,380 - KYD$19,890 Per Annum (paid Bi-Weekly)","$16,380","$19,890","$16,380","$19,890","$18,135",Construction & Civil Engineering,Construction
D2J6M8,Brand Ambassador,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Tortuga Cayman Ltd.,High School or Equivalent,1-2 Years,George Town,278,Sales demonstrators,45,KYD,Per Month,"KYD$18,720 - KYD$23,400 Per Annum (paid Monthly)","$18,720","$23,400","$18,720","$23,400","$21,060",Manufacturing,Manufacturing
D2T7N5,Food Runner,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,TELL-ALL LTD. T/A GRAND OLD HOUSE,High School or Equivalent,1-2 Years,George Town,282,Food service counter attendants,45,KYD,Per Month,"KYD$14,040 Per Annum (paid Monthly) + gratuities","$14,040","$14,040","$14,040","$14,040","$14,040","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
D2U7A8,Health Care Attendant/office Helper,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Baraud International Recruitment Consultants Ltd.,High School or Equivalent,1-2 Years,George Town,80,Health professionals not elsewhere classified,40,KYD,Per Month,"KYD$2,100 - KYD$2,200 Monthly","$25,200","$26,400","$25,200","$26,400","$25,800",Recruitment & Employment Agencies,Administrative and Support Service Activities
D3A5D7,Marketing Manager,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Airvu Cayman Limited,Bachelor´s Degree,7-8 Years,Camana Bay,14,Sales and marketing managers,45,KYD,Per Month,"KYD$45,000 - KYD$55,000 Per Annum (paid Monthly)","$45,000","$55,000","$45,000","$55,000","$50,000",Photographic Activities,"Professional, Scientfic and Technical Activities"
D4B5A8,Kitchen Helper/cleaner,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Paradise Resorts Ltd.,High School or Equivalent,1-2 Years,Little Cayman,463,Kitchen helpers,45,KYD,Per Hour,KYD$6 Per Hour (paid Per Hour),"$14,040","$14,040","$14,040","$14,040","$14,040",Accommodation,Accommodation and Food Service Activities
D4G4T2,Executive Assistant / Operations Support Specialist,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,The Security Centre Ltd,Certificate/Diploma,3-4 Years,George Town,198,Administrative and executive secretaries,45,KYD,Bi-Monthly,"KYD$36,000 - KYD$72,000 Per Annum (paid Bi-Monthly)","$36,000","$72,000","$36,000","$72,000","$54,000",Private Security Services,Administrative and Support Service Activities
D4T6G3,Line Cook,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Grand Cayman Marriott Beach Resort,Certificate/Diploma,1-2 Years,Seven Mile Beach,255,Cooks,45,KYD,Bi-Weekly,KYD$540 - KYD$810 Bi-Weekly (paid Bi-Weekly) + gratuities,"$14,040","$21,060","$14,040","$21,060","$17,550",Accommodation,Accommodation and Food Service Activities
D4T8H7,Food & Beverage Server,Active,31-Jan-25,17-Mar-25,31-Mar-25,Full-time,Jessie's Juice Bar Ltd T/a Jessie's Juice Bar,Certificate/Diploma,3-4 years,Camana Bay,282,Food service counter attendants,45,KYD,Bi-Weekly,"KYD$17,550 - KYD$19,890 Per Annum (paid Bi-Weekly) + gratuities","$17,550","$19,890","$17,550","$19,890","$18,720","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
D4W2P3,Driver,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Kirk Market,High School or Equivalent,3-4 Years,George Town,472,Messengers package deliverers and luggage porters,40,KYD,Per Week,KYD$10 - KYD$12 Per Hour (paid Weekly),"$20,800","$24,960","$20,800","$24,960","$22,880",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
D5N6A4,Drywall Installer And Finisher Plaster Painter,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Gloria Range T/a G.r. Construction And Steel Work,High School or Equivalent,3-4 Years,George Town,326,Plasterers,45,KYD,Per Month,"KYD$1,080 - KYD$1,260 Bi-Weekly (paid Monthly)","$28,080","$32,760","$28,080","$32,760","$30,420",Construction & Civil Engineering,Construction
D5P6B7,Mason/ Carpenter Carpenter Carpenter,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Eustace C. Elliott T/a Full Circle Construction,High School or Equivalent,3-4 Years,George Town,322,Carpenters and joiners,45,KYD,Bi-Weekly,"KYD$28,080 - KYD$35,100 Per Annum (paid Bi-Weekly)","$28,080","$35,100","$28,080","$35,100","$31,590",Construction & Civil Engineering,Construction
D6F3V6,Operations Supervisor,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Good Guys Ltd T/a Good Guys Car Wash,Certificate/Diploma,3-4 Years,George Town,443,Vehicle cleaners,45,KYD,Per Month,"KYD$35,100 - KYD$46,800 Per Annum (paid Monthly)","$35,100","$46,800","$35,100","$46,800","$40,950",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
D6N5H8,Automotive Technician,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Autohaus Ltd.,Certificate/Diploma,5-6 Years,George Town,345,Motor vehicle mechanics and repairers,44,KYD,Per Week,"KYD$800 - KYD$1,000 Weekly","$41,600","$52,000","$41,600","$52,000","$46,800",Maintenance & Repair of Motor Vehicles & Motorcycles,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
D7B4Q4,Behaviour Technician Aide,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,The Wellness Centre Ltd,Bachelor´s Degree,1-2 Years,George Town,80,Health professionals not elsewhere classified,45,KYD,Per Month,"KYD$30,000 Per Annum (paid Monthly)","$30,000","$30,000","$30,000","$30,000","$30,000","Health, Medical & Social Care",Human Health and Social Work Activities
D7E2D8,Hostess/cashier,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Peppers Smokehouse Ltd.,High School or Equivalent,3-4 Years,George Town,275,Cashiers and Ticket Clerks,45,KYD,Per Hour,"KYD$16,380 - KYD$18,720 Per Annum (paid Per Hour) + gratuities","$16,380","$18,720","$16,380","$18,720","$17,550","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
D7K5T4,Interior Designer,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Invenio Global Search,Bachelor´s Degree,7-8 Years,George Town,213,Interior designers and decorators,45,KYD,Per Month,"KYD$5,000 - KYD$7,500 Monthly","$60,000","$90,000","$60,000","$90,000","$75,000",Recruitment & Employment Agencies,Administrative and Support Service Activities
D8C5K5,Av Technician,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,345av Ltd.,Certificate/Diploma,5-6 Years,George Town,221,Broadcasting and audio visual technicians,45,KYD,Bi-Weekly,"KYD$46,800 - KYD$58,500 Per Annum (paid Bi-Weekly)","$46,800","$58,500","$46,800","$58,500","$52,650","Electrical, Plumbing & Air-Conditioning Installation",Construction
D8W4U6,"Carpenter/,mason",Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Delrosa M. Myles T/a Dynasty Construction & Maintenance Services,High School or Equivalent,5-6 Years,George Town,322,Carpenters and joiners,45,KYD,Per Month,"KYD$35,100 Per Annum (paid Monthly)","$35,100","$35,100","$35,100","$35,100","$35,100",Construction & Civil Engineering,Construction
E2P5E6,Kitchen Helper,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,The Wharf Restaurant Ltd,High School or Equivalent,3-4 Years,George Town,463,Kitchen helpers,45,KYD,Per Month,"KYD$16,380 Per Annum (paid Monthly) + gratuities","$16,380","$16,380","$16,380","$16,380","$16,380","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
E3S2Q4,Food & Beverage Server/kitchen Helper/delivery Driver,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Harbour View Wine Bar Ltd T/a South West Collective,High School or Equivalent,3-4 Years,George Town,282,Food service counter attendants,40,KYD,Bi-Weekly,KYD$600 - KYD$640 Bi-Weekly (paid Bi-Weekly),"$15,600","$16,640","$15,600","$16,640","$16,120","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
E4G2Y6,Wheelchair & Baggage Assistant,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,H&a Group,High School or Equivalent,3-4 Years,George Town,252,Travel attendants and travel stewards,40,KYD,Per Month,"KYD$12,480 - KYD$12,584 Per Annum (paid Monthly)","$12,480","$12,584","$12,480","$12,584","$12,532",Construction & Civil Engineering,Construction
E4N8Q5,Math Teacher Teacher Teacher,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Iss (cayman) Ltd.,Bachelor´s Degree,1-2 Years,Camana Bay,83,Secondary Education Teachers,40,KYD,Per Month,"KYD$4,750 - KYD$5,900 Monthly","$57,000","$70,800","$57,000","$70,800","$63,900",Education,Education
E4Q5S2,Handyman,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Debby Francis T/a Superskill Maintenance Services,High School or Equivalent,3-4 Years,George Town,262,Building caretakers,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),"$14,040","$18,720","$14,040","$18,720","$16,380",Maintenance & Repair of Buildings,Administrative and Support Service Activities
E4R6G3,Residence Guest Service Attendant,Active,31-Jan-25,24-Jan-25,07-Feb-25,Full-time,The Watermark Strata 1082,High School or Equivalent,3-4 Years,Seven Mile Beach,268,Personal services workers not elsewhere classified,45,USD,Per Month,"USD$40,000 - USD$60,000 Per Annum (paid Monthly)","$40,000","$60,000","$33,333","$50,000","$41,667",Households as Employers of Domestic Personnel,Activities of Households as Employers; Undifferentiated Goods- And Services-Producing Activities of Households for Own Use
E4S8E4,Janitorial,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Kemar Scott T/a Golden Shine Cleaning Service,Below High School,1-2 Years,George Town,441,Cleaners and helpers in offices hotels and other establishments,45,KYD,Per Week,KYD$6 - KYD$8 Per Hour (paid Weekly),"$14,040","$18,720","$14,040","$18,720","$16,380",Cleaning Services,Administrative and Support Service Activities
E5C8K7,Photographer/videographer,Active,31-Jan-25,31-Jan-25,28-Feb-25,Full-time,Cayman Photography Ltd,Bachelor´s Degree,3-4 Years,George Town,212,Photographers,40,KYD,Per Month,"KYD$1,600 - KYD$2,000 Monthly","$19,200","$24,000","$19,200","$24,000","$21,600",Photographic Activities,"Professional, Scientfic and Technical Activities"
E6A5D6,Drywall Installer And Finisher/plasterer/painters,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Astor Yasunary Ruiz Madrid,High School or Equivalent,3-4 Years,George Town,326,Plasterers,45,KYD,Per Month,"KYD$1,080 - KYD$1,260 Bi-Weekly (paid Monthly)","$28,080","$32,760","$28,080","$32,760","$30,420",Construction & Civil Engineering,Construction
E6M2H7,Compliance Officer,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Cayman Islands National Insurance Company Ltd.,Certificate/Diploma,5-6 Years,George Town,101,Policy administration professionals,37.5,KYD,Per Month,"KYD$53,625 - KYD$70,336.5 Per Annum (paid Monthly)","$53,625","$70,337","$53,625","$70,337","$61,981",Financial & Insurance Services,Financial and Insurance Activities
E6T8Y2,Mechanic,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Invenio Global Search,High School or Equivalent,5-6 Years,George Town,345,Motor vehicle mechanics and repairers,45,KYD,Per Week,KYD$600 - KYD$750 Weekly,"$31,200","$39,000","$31,200","$39,000","$35,100",Recruitment & Employment Agencies,Administrative and Support Service Activities
E6W7W5,Accountant,Active,31-Jan-25,31-Jan-25,14-Feb-25,Temporary,The Agency Group Ltd,Bachelor´s Degree,3-4 Years,George Town,96,Accountants,37.5,USD,Per Month,USD$30 - USD$45 Per Hour (paid Monthly),"$58,500","$87,750","$48,750","$73,125","$60,938",Recruitment & Employment Agencies,Administrative and Support Service Activities
E7S2B4,Application Support Technician,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,$mart Group Cayman Ltd T/a Buy $mart,Bachelor´s Degree,5-6 Years,George Town,219,Computer network and systems technicians,45,KYD,Per Month,"KYD$3,749.85 - KYD$4,999.8 Monthly","$44,998","$59,998","$44,998","$59,998","$52,498",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
E8A2M2,Contract Administrator,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Cml Offshore Recruitment,Bachelor´s Degree,7-8 Years,Seven Mile Beach,149,Construction Supervisors,45,USD,Per Month,"USD$150,000 Per Annum (paid Monthly)","$150,000","$150,000","$125,000","$125,000","$125,000",Recruitment & Employment Agencies,Administrative and Support Service Activities
E8B7W2,Physiotherapist,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Cayman Medical Ltd,Bachelor´s Degree,3-4 Years,George Town,76,Physiotherapists,45,KYD,Per Month,"KYD$36,000 - KYD$42,000 Per Annum (paid Monthly)","$36,000","$42,000","$36,000","$42,000","$39,000","Health, Medical & Social Care",Human Health and Social Work Activities
F2C8R7,Team Leader,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Reliable Industries Ltd,Bachelor´s Degree,1-2 Years,George Town,260,Cleaning and housekeeping supervisors in offices hotels and other establishments,45,KYD,Per Month,"KYD$3,000 - KYD$3,200 Monthly","$36,000","$38,400","$36,000","$38,400","$37,200",Cleaning Services,Administrative and Support Service Activities
F3Y4G4,Night Time Cashier/ Pump Attendant Time Cashier/ Pump,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Advanced Land Holdings Ltd T/A Refuel,High School or Equivalent,1-2 Years,George Town,281,Service station attendants,45,KYD,Bi-Weekly,"KYD$23,400 Per Annum (paid Bi-Weekly)","$23,400","$23,400","$23,400","$23,400","$23,400",Wholesale & Retail Sale of Business & Consumer Products,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles
F4G4N2,Executive Assistant,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Ogier,Certificate/Diploma,3-4 Years,Camana Bay,198,Administrative and executive secretaries,37.5,USD,Per Month,"USD$70,000 - USD$100,000 Per Annum (paid Monthly)","$70,000","$100,000","$58,333","$83,333","$70,833",Legal Services,"Professional, Scientfic and Technical Activities"
F4K5D2,Drywall Installer / Finisher / Plasterer / Painter,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Denia Walker T/a P& D Construction,High School or Equivalent,3-4 Years,George Town,331,Painters and related workers,45,KYD,Per Hour,KYD$12 Per Hour (paid Per Hour),"$28,080","$28,080","$28,080","$28,080","$28,080",Construction & Civil Engineering,Construction
F5E7F4,Immigration Account Coordinator,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Baraud International Recruitment Consultants Ltd.,High School or Equivalent,5-6 Years,George Town,102,Personnel and careers professionals,45,KYD,Per Month,"KYD$2,800 - KYD$3,200 Monthly","$33,600","$38,400","$33,600","$38,400","$36,000",Recruitment & Employment Agencies,Administrative and Support Service Activities
F6U6A5,Bartender,Active,31-Jan-25,27-Jan-25,10-Feb-25,Full-time,Bogart Limited T/a Ristorante Pappagallo,High School or Equivalent,5-6 Years,George Town,257,Bartenders,45,KYD,Per Month,"KYD$2,383.33 Monthly","$28,600","$28,600","$28,600","$28,600","$28,600","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
F7A5Q7,Coordinator,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Arboretum Services Limited,Associate Degree,1-2 Years,Camana Bay,102,Personnel and careers professionals,45,KYD,Per Month,"KYD$40,000 - KYD$60,000 Per Annum (paid Monthly)","$40,000","$60,000","$40,000","$60,000","$50,000",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
F7N3D2,Audio Visual Technician,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,The Ritz Carlton Hotel,Associate Degree,1-2 Years,Seven Mile Beach,221,Broadcasting and audio visual technicians,40,USD,Bi-Weekly,USD$10 - USD$11 Per Hour (paid Bi-Weekly) + gratuities,"$20,800","$22,880","$17,333","$19,067","$18,200",Accommodation,Accommodation and Food Service Activities
F8N6A4,Mason,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Phillip A. Richards T/a Creative Stone Wall,High School or Equivalent,5-6 Years,West Bay,320,Stonemasons stone cutters splitters and carvers,40,KYD,Per Week,KYD$12 - KYD$14 Per Hour (paid Weekly),"$24,960","$29,120","$24,960","$29,120","$27,040",Construction & Civil Engineering,Construction
F8P5X3,Food Runner,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,The Wharf Restaurant Ltd,High School or Equivalent,1-2 Years,George Town,282,Food service counter attendants,45,KYD,Per Month,"KYD$14,040 Per Annum (paid Monthly) + gratuities","$14,040","$14,040","$14,040","$14,040","$14,040","Restaurants, Mobile Food & Beverages Services",Accommodation and Food Service Activities
F8R4H3,Tailor,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Prestige Design& Tailoring,High School or Equivalent,10+ Years,George Town,380,Tailors dressmakers furriers and hatters,45,KYD,Per Month,"KYD$2,700.75 Monthly","$32,409","$32,409","$32,409","$32,409","$32,409",Manufacturing,Manufacturing
G2F5M7,Account Manager,Active,31-Jan-25,31-Jan-25,14-Feb-25,Full-time,Atlas Insurance Management (Cayman) Limited,Bachelor´s Degree,3-4 Years,George Town,96,Accountants,40,USD,Per Month,"USD$95,000 - USD$110,000 Per Annum (paid Monthly)","$95,000","$110,000","$79,167","$91,667","$85,417",Business & Management Consultancy,"Professional, Scientfic and Technical Activities"
G2H7Y4,Janitor,Active,31-Jan-25,31-Jan-25,14-Feb-25,Temporary,Handful of Purpose Gardening & Maintenance Ltd T/A A&T Construction and Maintenance Services,High School or Equivalent,3-4 Years,George Town,333,Building structure cleaners,45,KYD,Per Week,KYD$270 - KYD$450 Weekly + gratuities,"$14,040","$23,400","$14,040","$23,400","$18,720",Construction & Civil Engineering,Construction
