cJobId,cTitle,sWork,sEducation,sExperience,sLocation,sOccupation,sIndustry,fMinSalary,fMaxSalary,fMeanSalary
Q8X2H2,Mason,1,1,7,4,320,5,37440.00,37440.00,37440.00
R2E4K2,Pool & Beach Attendant,1,1,2,8,211,0,11700.00,17550.00,14625.00
R3A5K6,Auto Body Repairer/painter,1,3,5,3,345,19,36000.00,42000.00,39000.00
R4M2P3,Ac Service Technician,1,3,4,3,330,5,28080.00,70200.00,49140.00
R6S8C6,Cook Or Line Cook,1,3,3,8,255,2,16380.00,21060.00,18720.00
R7M5W7,Assistant Shift Coordinator,1,3,4,3,262,8,20800.00,23400.00,22100.00
R8F3J2,Project Coordinator,1,1,4,3,149,5,60000.00,84000.00,72000.00
R8F4X6,Project Engineer,1,5,4,3,49,2,68880.00,118080.00,93480.00
S5V7X7,Grocery Clerk (cashiers),1,1,1,3,275,19,18720.00,27040.00,22880.00
S7E6X5,Ground Handler Or / Ground Handler / Aviation Security,1,1,2,3,252,17,17400.00,18600.00,18000.00
T4X6U2,Pharmacy Technician,1,3,2,3,166,19,29120.00,41600.00,35360.00
T5W6A2,Beauty Therapist,1,3,4,8,259,0,11700.00,13650.00,12675.00
T8H8F5,Janitor,1,1,2,3,440,2,16380.00,16380.00,16380.00
U8B4F4,Maintenance Janitor,1,1,2,3,441,19,21060.00,23400.00,22230.00
V4P4M5,Carpenter Helper,1,1,3,3,454,5,23400.00,28080.00,25740.00
V5E8K6,Utility Cleaner,1,1,2,11,463,0,14040.00,14040.00,14040.00
V5F2G4,Retail Sales Clerk,1,4,2,11,274,0,11700.00,17550.00,14625.00
V5V7C6,Accounting And Internal Controls Supervisor,1,5,3,11,96,0,23400.00,32853.60,28126.80
V8M2H7,Director Of Front Office,1,5,4,3,13,0,62500.00,76666.67,69583.33
W2H5E4,Ward Assistant (nursing Department),1,3,3,2,66,9,18000.00,21000.00,19500.00
W2S3C5,Medical Doctor - Internal Medicine,1,6,4,2,64,9,50000.00,60000.00,55000.00
W3B3Y8,Finisher / Carpenters,1,1,7,3,322,5,32760.00,37440.00,35100.00
W7J7A6,Mason/carpenter,1,1,5,8,320,5,23400.00,46800.00,35100.00
W7W6N5,Guest Experience Expert,1,4,2,11,234,0,11700.00,18720.00,15210.00
X2W5X3,Gardener,1,1,5,3,298,2,25740.00,28080.00,26910.00
X3V7U7,Cleaner,1,1,2,3,441,9,21000.00,26500.00,23750.00
X4R8F8,Senior Financial Controller,1,6,7,1,10,14,130000.00,175000.00,152500.00
X7D4A3,Mason Helper,1,1,3,3,454,5,23400.00,23400.00,23400.00
Y3A8F6,Senior Manager Accounting,1,5,7,3,183,8,111666.67,133333.33,122500.00
Y4M4V6,Handyman,1,1,3,3,454,5,23400.00,23400.00,23400.00
Y4N4N8,Recruitment Consultant,1,1,3,3,192,2,43000.00,50000.00,46500.00
Y5P4C6,Cashier/floor Sales/inventory Clerk,1,1,4,3,187,19,12480.00,13520.00,13000.00
Y6Q5N8,Customer Service Lead Agent,1,1,4,3,252,17,20400.00,24000.00,22200.00
Y7D4H8,Kitchen Helper,1,1,2,8,463,2,14040.00,18720.00,16380.00
A3D7M7,Journeyman Plumber/ Supervisor,1,3,7,3,329,5,78000.00,104000.00,91000.00
A4Y4U8,Finishing Carpenter,1,1,7,3,322,19,28080.00,28080.00,28080.00
A6J7Y3,Sales Representative,1,2,4,3,276,0,36410.40,41605.20,39007.80
B2T6D2,Décor Installer,1,1,2,3,213,2,18720.00,28080.00,23400.00
B4Q4H7,Legal Secretary - Litigation,1,3,4,3,197,14,65600.00,82000.00,73800.00
B8V6T2,Regulatory Reporting Administrator,1,5,3,3,99,14,50000.00,75000.00,62500.00
C2V2U5,Corporate Paralegal,1,5,5,3,206,14,95000.00,115000.00,105000.00
E2P8S2,Ground Handler Lead Agent,1,1,4,3,252,17,19211.40,24008.40,21609.90
E6G3U8,Mason/carpenter/ Steel Fixer,1,1,4,3,322,5,21060.00,28080.00,24570.00
F2T5F2,Mason/carpenter,1,1,7,3,320,5,37440.00,37440.00,37440.00
F4E7P5,Server,1,1,3,0,256,1,14040.00,18720.00,16380.00
F4W7D5,Drywall/painter/ Roofer,1,0,3,3,454,5,23400.00,28080.00,25740.00
F6B8M6,Line Cook,1,3,4,3,255,0,26000.00,31200.00,28600.00
F8U2D8,Power Generation Operator,1,3,2,13,150,7,36000.00,54000.00,45000.00
G3W8A7,Tire Specialist,1,1,4,3,345,19,23400.00,35100.00,29250.00
G4J5M4,Account Manager,1,5,3,1,96,8,66666.67,83333.33,75000.00
G5R8V7,Delivery Driver,1,1,3,3,472,4,18720.00,23400.00,21060.00
G5U2U6,Litigation Counsel,1,5,7,1,118,14,166666.67,200000.00,183333.33
J2R4B5,Senior Sales Representative Sales Representative Sales,1,1,4,3,187,19,21598.20,30000.00,25799.10
J8K7K6,Deputy Registrar,1,5,3,3,99,6,60067.80,78507.00,69287.40
J8W6K7,Cleaner,1,1,5,3,441,2,14040.00,14040.00,14040.00
K2U3A7,Mover/ Packer,1,1,2,3,472,8,23400.00,35100.00,29250.00
K3U6W2,Janitor,1,1,2,3,333,2,12480.00,14560.00,13520.00
K7F5G5,Fencing Labourer,1,1,2,4,454,17,16380.00,23400.00,19890.00
K7J3E2,Floral Designer,1,1,4,3,59,4,23400.00,30420.00,26910.00
K7T7M8,Project Accountant,1,5,4,8,96,5,48000.00,66000.00,57000.00
M3E7V7,Construction Helper,1,1,5,3,454,5,23400.00,23400.00,23400.00
M5B5P6,Water Cooler Installer And Repairer,1,3,4,3,363,19,24000.00,24000.00,24000.00
M5M6H5,Senior Sales Representative,1,1,6,3,187,19,21060.00,29998.80,25529.40
M5S6S3,Senior Legal Counsel,1,5,4,1,206,14,108333.33,150000.00,129166.67
M8V3P8,Janitor,1,1,3,3,441,2,12480.00,16640.00,14560.00
N2M4S3,Plumbing Supervisor,1,3,7,3,329,5,78000.00,104000.00,91000.00
N4V2R8,Food And Beverage Server,1,3,2,1,256,0,16380.00,18720.00,17550.00
N5B8R8,Foreman,1,3,6,3,149,5,37440.00,42120.00,39780.00
N8Y5H4,Masonry,1,1,3,12,454,5,20800.00,24960.00,22880.00
P2G5A4,Carpenter And Joiners,1,1,4,3,322,5,28080.00,32760.00,30420.00
Q7Q6P4,Operations Supervisor,1,5,7,3,13,19,48000.00,48000.00,48000.00
R3D5E8,Facility Maintenance Assistant,1,1,4,3,262,19,30000.00,36000.00,33000.00
R6Y4B2,School Assistant,1,1,2,3,286,6,26000.00,30000.00,28000.00
R7G6W8,Automotive Service Advisor,1,1,4,3,345,19,29998.80,33602.40,31800.60
R8A8A3,Food And Beverage Server,1,1,3,3,256,0,10530.00,16380.00,13455.00
R8M5U2,Boat Deck Hand,1,1,3,11,438,17,17333.33,17333.33,17333.33
S3S4M2,Food & Beverage Server,1,1,5,3,256,0,14040.00,16894.80,15467.40
S8M5F3,Accountant,1,6,4,3,96,19,69600.00,72000.00,70800.00
S8V8N5,Project Manager,1,1,7,8,22,5,180000.00,240000.00,210000.00
T7M7D2,Handy Man,1,1,2,3,454,5,30420.00,42120.00,36270.00
U8K6N3,Server/office Administrator/event Planner,1,3,4,8,256,0,36400.00,39000.00,37700.00
V3U8B5,Painter/ General Labor,1,1,3,3,331,5,28080.00,32760.00,30420.00
V5N6G4,Kitchen Helper,1,1,4,3,463,0,14040.00,14040.00,14040.00
W4H4D8,Senior Legal Counsel,1,5,4,1,206,8,108333.33,150000.00,129166.67
W4N8F5,Mason Helper,1,1,4,3,454,5,16380.00,18720.00,17550.00
W6C6X6,Floral Assistant,1,3,2,3,59,4,14040.00,23400.00,18720.00
W6S7Q2,Consultant Gastrointestinal Surgeon,1,6,7,2,65,9,81997.50,92001.00,86999.25
W7X7G7,Technical Administration Coordinator,1,3,1,3,195,14,34569.60,34569.60,34569.60
X2T5A6,Heavy Machine Operator,1,1,4,3,422,5,30420.00,42120.00,36270.00
X5N7A2,Janitor,1,1,2,3,441,2,12480.00,16640.00,14560.00
X5T4Q2,Carpenter,1,1,4,3,322,5,30420.00,35100.00,32760.00
X6E4C5,General Helper/ Coconut Harvester,1,1,1,3,447,3,14040.00,22230.00,18135.00
X7U7P8,Mason,1,1,7,3,320,2,32760.00,32760.00,32760.00
X7V6J7,Construction Foreman (electrical),1,2,4,3,149,2,66000.00,90000.00,78000.00
X8D3E4,It Change Coordinator,1,5,2,3,196,14,66670.50,75000.00,70835.25
Y3B2D7,Housekeeper,1,1,2,3,261,0,24000.00,28800.00,26400.00
Y3W7J3,Sales Representative,1,1,4,3,355,4,36400.00,36400.00,36400.00
X4H5D2,Security Guard,1,1,4,3,293,2,12480.00,18720.00,15600.00
A4H5M2,Licensed Heavy-duty Diesel And/or Electrical Mechanic,1,3,4,3,345,19,28080.00,70200.00,49140.00
B5S5X8,"Avp, Relationship Manager",1,5,6,3,13,8,90000.00,110000.00,100000.00
G6F4K2,Multipurpose Associate,1,1,3,3,274,19,19890.00,26910.00,23400.00
G7X7C6,Nail Technician,1,3,3,3,259,13,14040.00,14040.00,14040.00
H6U4Q6,Janitors,1,1,3,3,262,2,14040.00,28080.00,21060.00
N5X5K4,Labourer/handy Man,1,1,2,3,366,2,15600.00,18200.00,16900.00
N5Y4H5,Seadoo Technician,1,3,4,3,142,11,37440.00,49920.00,43680.00
R3C7H3,Team Leader,1,1,2,3,462,0,18720.00,24960.00,21840.00
R4N8K3,Line Cook,1,3,2,3,255,0,21450.00,26000.00,23725.00
R7B4N5,Janitor,1,1,2,3,441,2,14040.00,18720.00,16380.00
S7T2H5,Cleaner,1,1,4,3,439,2,14040.00,23400.00,18720.00
V3T6H6,Hairstylist,1,3,3,3,258,13,14040.00,14040.00,14040.00
X5K5K8,Cook,1,1,2,12,255,0,12870.00,12870.00,12870.00
A7Y5R6,Client Relationship Officer,1,5,4,3,97,8,70833.33,83333.33,77083.33
B5M8R7,Mason/tilesetter,1,1,7,3,317,5,25740.00,30420.00,28080.00
C2X3W8,Janitor,1,1,6,3,440,14,12480.00,12480.00,12480.00
C6G6Q8,Cook,2,1,3,3,255,1,18720.00,23400.00,21060.00
D3T8G3,Drywall Installer And Finisher,1,1,3,3,326,5,28080.00,32760.00,30420.00
D4H8D6,Senior Trust Officer,1,3,4,1,97,8,75000.00,100000.00,87500.00
D7B6D3,Electrician - Apprentice,1,1,0,3,364,5,18720.00,23400.00,21060.00
D7E4B7,Cashier,1,1,3,3,275,19,14040.00,14040.00,14040.00
E7K6T6,Director,1,5,5,1,480,14,135000.00,167000.00,151000.00
F6F2A5,Tattoo Artist,2,1,4,3,259,13,30000.00,72000.00,51000.00
F6H4S6,Food Runner / Busser,1,1,2,3,256,0,14040.00,18720.00,16380.00
G8W4T7,Ps Key Stage 1 Teacher (with Middle Leader Responsibility)(job Ref,1,5,3,3,85,6,51700.00,71700.00,61700.00
H3F4G7,General Helper,1,1,4,3,441,0,14040.00,14812.20,14426.10
H3P7J6,Trust Officer,1,3,3,1,97,8,60000.00,80000.00,70000.00
J3A2Q3,Carpenter/mason/painter,1,1,7,11,454,14,37440.00,37440.00,37440.00
J4Y6W3,Senior Associate - Dispute Resolution (private Wealth And Trusts),1,5,5,1,118,14,166666.67,208333.33,187500.00
J8P2U3,Wireman,1,4,4,3,364,5,35100.00,44460.00,39780.00
J8Q5S4,Line Cook,1,1,2,3,255,0,18720.00,28080.00,23400.00
K5D8X5,Steel Fixer,1,1,4,3,454,5,28080.00,28080.00,28080.00
K6R8D5,General Maintaince,1,1,2,3,52,16,21060.00,32760.00,26910.00
K8W6B6,Junior Quantity Surveyor/cost Engineer,1,5,4,3,52,5,41600.00,50000.08,45800.04
M4R3V5,Food Runner,1,1,2,3,282,0,14040.00,14040.00,14040.00
M7V4Y8,Journeyman Electrician,1,4,4,3,364,5,44460.00,53820.00,49140.00
M8X8B2,Kichen Helper,1,1,2,3,463,0,10530.00,16380.00,13455.00
N2B7U3,Construction Cleaner,1,1,6,5,333,5,18720.00,21060.00,19890.00
N4J4C6,Revenue Manager,1,3,3,3,14,0,54166.67,66666.67,60416.67
N6E7B3,Nail Technician,1,3,2,3,259,5,14040.00,15607.80,14823.90
N6V3V4,Line Server,1,1,2,3,256,0,14040.00,21060.00,17550.00
P3A8C2,Home Based Personal Caregiver,1,1,3,12,288,9,18720.00,18720.00,18720.00
P7V8S3,Carpenter/mason,1,0,7,4,454,2,30420.00,35100.00,32760.00
Q6J8U2,Secretary,1,1,4,3,197,14,66666.67,91666.67,79166.67
Q8G2W3,Pool Maintenance,1,1,4,3,445,2,20800.00,24960.00,22880.00
R4G7H3,Assistant Cook,1,3,4,3,255,2,16380.00,22230.00,19305.00
R4M7A3,Carpenter/roofer,1,1,3,3,324,5,23400.00,32760.00,28080.00
S2W5Y6,Tattoo Artist,2,1,4,3,259,13,30000.00,72000.00,51000.00
S4D8T6,Service Manager,1,4,7,3,36,19,62400.00,96200.00,79300.00
S7U3F2,Low Voltage Technician,1,3,3,3,222,5,32760.00,44460.00,38610.00
T4E4D2,Linesman/relief Captain,1,3,3,3,160,17,21060.00,37440.00,29250.00
T7T6R3,Janitor,1,1,7,3,333,2,14040.00,16380.00,15210.00
U3B8U5,Head Housekeeper / Office Assistant,1,1,4,8,260,0,30000.00,30000.00,30000.00
U4S2D8,Waiters,1,1,4,3,256,0,10530.00,11700.00,11115.00
V5H2T2,Senior Associate,1,5,4,3,118,14,160000.00,180000.00,170000.00
V7Y7Y2,Air Conditioning /refrigeration Technician,1,3,5,3,330,5,42120.00,58500.00,50310.00
W7M6B6,Construction Helper,1,1,3,11,454,2,18720.00,23400.00,21060.00
X5M8J8,Deckhand,1,1,4,11,438,2,14560.00,15600.00,15080.00
Y6S3F5,Drywall Installer And Finisher/plasterer,1,1,3,3,326,5,28080.00,32760.00,30420.00
A3B3F6,Administrative Assistant – Scm,1,2,4,2,287,9,25000.00,30000.00,27500.00
A3T8C6,Tiler/mason,1,1,2,0,320,5,23400.00,31200.00,27300.00
A5F4R2,Acupuncturist,1,5,2,3,69,9,24000.00,72000.00,48000.00
A7B7H2,Physiotherapist,1,5,3,3,76,9,24008.40,72001.80,48005.10
A7F4J6,Painter/mason Helper,1,1,4,3,331,5,21060.00,28080.00,24570.00
B2N7X5,Grower / Plant Propagator,1,3,3,3,298,2,18720.00,28080.00,23400.00
B2P4F4,Assistant Fitness Trainer,1,5,2,1,268,13,30000.00,35000.00,32500.00
B3D5C3,Hvac Technician,1,1,6,3,330,5,32760.00,37440.00,35100.00
B3H8T3,Painter,1,1,2,3,331,5,18720.00,32760.00,25740.00
B3R6N8,Pool Maintenance,1,1,4,3,445,2,20800.00,24960.00,22880.00
B3W2R8,Multipurpose Associate,1,1,4,3,251,19,18720.00,28080.00,23400.00
B4C8N3,Carpenter Helper,1,1,0,3,378,11,20800.00,26000.00,23400.00
B4K2E7,Assistant Audit Manager,1,5,4,3,10,14,54166.67,75000.00,64583.33
B4K6V7,Food And Beverage Server,1,1,3,3,282,0,14040.00,14040.00,14040.00
B4Q3G4,Furniture Installer,1,3,2,3,423,19,23400.00,28080.00,25740.00
B4R8P6,Managing Director,1,5,4,3,480,14,166666.67,208333.33,187500.00
B5K7N3,Certifying Technician 2,1,3,4,3,346,17,58380.00,78516.00,68448.00
B5W8W8,Well Driller,1,1,7,3,393,17,32760.00,37440.00,35100.00
B8G3P4,Steel Fixer / Mason / Carpenter,1,1,2,3,454,5,18720.00,32760.00,25740.00
C3C2W4,Janitorial Supervisor,1,1,4,3,260,2,36000.00,38400.00,37200.00
C5Q7S6,Carpenter/mason,1,1,3,3,454,5,23400.00,28080.00,25740.00
C5S2K5,Mason Helper,1,1,4,11,454,14,23400.00,23400.00,23400.00
C5U6G3,Carpenter,1,1,5,3,454,5,23400.00,28080.00,25740.00
C5W2N3,Class Teacher,1,5,3,3,84,6,38400.00,39600.00,39000.00
C6W3A7,Cashier,1,1,2,3,275,19,22230.00,28080.00,25155.00
C8F7C3,Body Piercer,1,1,3,3,259,13,29993.60,60008.00,45000.80
C8K7V2,Caregiver/domestic Helper,3,3,2,3,27,2,15600.00,15600.00,15600.00
C8W4F4,Deckhand,1,3,4,3,438,14,21666.67,21666.67,21666.67
C8Y7J5,Senior Manager - Audit (cross-border Audits),1,5,5,1,96,14,83333.33,108333.33,95833.33
D4C7G8,Kitchen Helper,1,1,3,3,463,0,14040.00,14040.00,14040.00
D4E2X8,It Teacher,1,5,3,3,85,6,48000.00,50400.00,49200.00
D5H5P7,Automotive Service Technician,1,3,5,3,345,19,33600.00,45600.00,39600.00
D7N3V7,Operator,1,1,5,0,433,2,32760.00,42120.00,37440.00
D7V2S4,Server,1,1,4,3,282,4,13520.00,14560.00,14040.00
E3P8B4,Auto Mechanic,1,3,7,3,345,5,27040.00,37440.00,32240.00
E5T2B3,Barber,1,1,6,3,259,13,14040.00,17550.00,15795.00
E5V7K2,Chief Operating Officer,0,6,7,3,13,8,75000.00,125000.00,100000.00
E7P2B5,Food & Beverage Server/sales Associate,1,1,4,3,257,0,18720.00,18720.00,18720.00
E7X3K2,Sales Representative/interior Designer,1,5,3,3,187,19,35989.20,54007.20,44998.20
E8J6S8,Construction Project Administrator,1,4,6,3,149,5,30000.00,36000.00,33000.00
F2Q8K2,Janitorial Supervisor,1,1,4,3,260,2,23563.80,33391.80,28477.80
F2R8R6,Tire Man,1,1,4,3,345,19,18304.00,21736.00,20020.00
F4C5R8,Senior Program Delivery Manager,1,5,4,3,13,2,66666.67,91666.67,79166.67
F4J4S2,Fund Accountant,1,5,2,1,96,8,66666.67,79166.67,72916.67
F4U3X5,Senior Broker,1,3,7,3,186,8,132000.00,156000.00,144000.00
F5Q4R4,Mason,1,1,5,1,454,14,35100.00,35100.00,35100.00
F5S3N4,Chiropractor,1,7,3,3,80,9,24000.00,72000.00,48000.00
F7U6D7,Heavy Equipment Operator,1,1,4,3,437,17,39780.00,50169.60,44974.80
F7W3R2,Wireman,1,1,7,3,366,5,35100.00,46800.00,40950.00
F8R5V2,Pre Primary / Toddler/ Infant Practitioner,1,3,3,3,86,6,24000.00,42000.00,33000.00
G6E8P8,Pipe Fitter,1,1,3,3,329,5,39780.00,44460.00,42120.00
G6K3S4,Bartender,1,4,6,3,257,5,14040.00,18720.00,16380.00
G7J4D4,Bus Driver,1,1,7,3,432,17,22880.00,22880.00,22880.00
H3X3P6,Security Guard,1,1,0,3,293,2,16380.00,28080.00,22230.00
H4E6R4,Project Administrator,1,5,4,3,149,14,45600.00,60000.00,52800.00
H4W8J6,Head Of Reserving,1,3,4,1,41,14,166666.67,187500.00,177083.33
H5F6D8,Carpenter/drywall Installer & Finisher,1,1,4,3,322,5,32409.00,32409.00,32409.00
H6F6S4,Teachers Aide,1,1,1,3,86,6,15600.00,16800.00,16200.00
H6X6P2,Technical Architect,1,5,7,3,24,10,81370.00,125660.00,103515.00
H7K2X7,Sales Clerk,1,1,2,3,242,19,21060.00,28080.00,24570.00
H7Q7W2,Mason/carpenter,1,1,4,11,320,5,28080.00,39780.00,33930.00
H8E2U4,Bus Driver,1,1,3,3,432,17,18200.00,26000.00,22100.00
J2G7D7,Steel Installer,1,1,4,3,337,17,23400.00,28080.00,25740.00
J3D2P8,Pharmacy Assistant,1,3,2,3,166,9,21000.00,25000.00,23000.00
J4C4U6,Portfolio Manager,1,5,3,1,97,8,84700.00,137600.00,111150.00
J4Y7F8,Administrative Assistant – Information Technology,1,5,3,2,173,9,25000.00,31000.00,28000.00
J5E5C6,Barber,1,1,3,3,258,13,14040.00,23400.00,18720.00
J5X4U8,Sales Representative,1,1,4,3,187,19,45600.00,45600.00,45600.00
J7R6F4,Legal Secretary - (litigation),0,3,4,3,197,14,45100.00,60680.00,52890.00
J7S6Q2,Customer Services Representative/inventory Clerk,1,3,2,0,242,19,16380.00,19890.00,18135.00
K3D6E5,Handyman,1,3,4,8,349,0,16640.00,16640.00,16640.00
K4J5P5,Office Manager,1,4,2,8,26,9,45000.00,90000.00,67500.00
K6C7X7,Art Teacher,1,5,3,3,92,6,38850.00,45653.40,42251.70
K6G6Y6,"Vice President, Personal Lending",1,3,5,3,480,8,110000.00,135000.00,122500.00
K6Y2S5,Kitchen Helper,1,1,3,3,463,11,16640.00,31200.00,23920.00
K7V7C8,Logistics Coordinator,1,5,4,3,190,8,30000.00,32400.00,31200.00
M5P2W8,It Help Desk Support,1,5,5,3,218,10,46823.40,72563.40,59693.40
N4D7S4,Loss Prevention Clerk,1,1,4,3,293,19,29998.80,47993.40,38996.10
N4G5K6,Janitor/cleaner,1,1,2,3,441,1,15210.00,16380.00,15795.00
N6T5F8,Director Of Finance And Operations,1,5,4,1,10,6,52000.00,79000.00,65500.00
N7C6A3,Team Leader,1,1,2,3,462,0,17680.00,24960.00,21320.00
N7Q5R7,Nursery/greenhouse Operations Supervisor,1,3,4,7,298,2,42120.00,49140.00,45630.00
N8T5N3,Plasterer /painter,1,1,3,3,326,5,28080.00,42120.00,35100.00
P3M5Q5,Pipe Fitter,1,1,7,3,329,5,39780.00,44460.00,42120.00
P4J2C2,Mason Helper,1,3,2,3,320,2,15600.00,18200.00,16900.00
P5C6R5,Technical Writer,1,5,3,3,218,10,32011.20,38001.60,35006.40
P6B6F3,Beauty Therapist,1,1,2,3,259,13,14040.00,18720.00,16380.00
P8V5C2,Senior Associate - Audit,1,5,3,3,10,14,57086.25,79170.00,68128.13
Q2Y3U6,Associate Attorney,1,5,4,3,118,14,80000.00,90000.00,85000.00
Q5U8X5,"Garden Labourer - Maintenance, Irrigation/lighting, And/or Landscape",1,1,2,3,450,2,18720.00,28080.00,23400.00
Q8B8H8,Caregiver/domestic Helper,3,3,2,3,288,2,15600.00,15600.00,15600.00
R2D6C3,Bartender/server,1,1,3,12,257,0,14040.00,14040.00,14040.00
R2F6J2,Painter,1,1,6,3,454,5,31200.00,31200.00,31200.00
R2P2A8,Sales Representative,1,5,4,3,187,9,29000.00,35000.00,32000.00
R3R6A8,Carpentry Technician,1,1,5,3,322,2,28080.00,32760.00,30420.00
R5B6Q2,Chiropractor,1,7,3,3,80,9,24000.00,72000.00,48000.00
R5D8S2,Janitorial/domestic,1,1,3,3,441,2,14040.00,23400.00,18720.00
R5Y8D5,Barber,1,1,6,3,258,13,24960.00,62400.00,43680.00
R6C8G3,Reinsurance Financial Analyst,1,3,3,1,98,14,83333.33,112500.00,97916.67
R7G5R6,Steel Fixer/general Laborer,1,1,4,3,454,5,28080.00,28080.00,28080.00
R7N4Q7,Carpenter/mason,1,1,4,3,322,5,28080.00,32760.00,30420.00
R8F7P7,Audit Manager,1,5,4,8,96,14,77090.00,89586.25,83338.13
R8Q8D6,Body Piercer,1,1,3,3,259,13,30000.00,60000.00,45000.00
R8Y7B8,Handyman / General Helper,1,1,3,3,460,17,14040.00,14040.00,14040.00
S2C3H2,Gardener,1,1,3,3,298,2,14040.00,23400.00,18720.00
S3C5F5,Car Washer Cleaner,1,1,2,3,441,2,14040.00,23400.00,18720.00
S3N7Q2,Audit Senior Manager,1,5,5,3,96,14,75000.00,95833.33,85416.67
S5A4N6,Finance And Compliance Officer,1,5,4,3,96,17,56146.00,71806.00,63976.00
S5X8E5,Team Leader ( Restaurant),1,1,3,3,33,0,18720.00,28080.00,23400.00
S6K8X5,Handyman,1,3,2,3,473,5,18720.00,23400.00,21060.00
S8D5Y7,"Senior Vice President, Anti-money Laundering",1,5,4,3,13,8,125000.00,150000.00,137500.00
T5K8V7,Mason/ Steel Fixer,1,1,4,3,320,5,28080.00,30420.00,29250.00
T6T5G7,Drywall Installer/finisher,1,1,5,3,321,5,37440.00,37440.00,37440.00
T8G6Q5,Steel Fixer/carpenter,1,0,7,3,322,5,24960.00,29120.00,27040.00
U2Y7D7,Event Labourer,1,1,2,3,456,19,14040.00,23400.00,18720.00
U3W2W7,Fencing Labourer,1,1,5,3,454,19,18720.00,32760.00,25740.00
U4H6X2,Caregiver/domestic Helper,3,3,2,3,288,2,15600.00,15600.00,15600.00
U6C2E3,Groundsman,1,1,4,3,450,1,27600.00,27600.00,27600.00
U7V2F6,Accounts Administrator,1,4,4,3,183,8,48906.00,63120.00,56013.00
U8S5J6,Store Clerk/cashier,1,1,2,12,275,19,16380.00,21060.00,18720.00
U8T5M3,Mechanic/ Relief Captain,1,1,2,3,159,17,23400.00,32760.00,28080.00
V2S7Y6,Senior Sales Manager/events Coordinator,1,5,7,11,14,0,54166.67,65000.00,59583.33
V3G4U3,Food Counter Attendant,1,1,2,3,282,0,18720.00,23400.00,21060.00
V4U2G4,Mason/carpenter,1,1,5,3,320,19,28080.00,35100.00,31590.00
V5T7E6,"Vp, Regional Infrastructure Management",1,3,5,3,24,8,115000.00,130000.00,122500.00
V6T3S3,Mason Helper,1,1,2,3,320,2,15600.00,18200.00,16900.00
V7K6P2,Chief Financial Officer (cfo),1,5,5,3,10,6,97860.00,128388.00,113124.00
V8G3Y5,Front Desk Receptionist - Nail Salon,0,1,2,0,236,5,14040.00,14040.00,14040.00
W4U3A6,Carpenter,1,1,5,8,322,5,23400.00,46800.00,35100.00
W5B3B5,Sales And Marketing Coordinator,1,6,6,3,104,14,35100.00,58500.00,46800.00
W5B8E7,Kitchen Helper,1,1,2,12,463,0,12285.00,14040.00,13162.50
W5F4D6,Delivery Driver,1,3,3,8,430,0,15210.00,15210.00,15210.00
W6J6U7,Vice President – Funds Fiduciary,1,5,4,3,13,8,125000.00,162500.00,143750.00
W6W5W8,Human Resources Manager,1,5,4,3,11,18,73740.00,92180.00,82960.00
W7W4N2,Assistant Coach,1,3,4,3,210,4,19200.00,28800.00,24000.00
W8B8U4,Labourer,1,1,3,3,454,5,16380.00,23400.00,19890.00
X5U5V2,Flooring Installer,1,1,4,3,423,19,35100.00,35100.00,35100.00
Y3C4R2,Kitchen Designers,1,4,3,3,213,19,36000.00,50000.00,43000.00
Y3P3F5,Designer Bath & Kitchen Gallery,1,4,3,3,213,19,48000.00,60000.00,54000.00
Y5S8D6,Photographer/videographer/edito,1,1,3,3,212,14,62400.00,62400.00,62400.00
Y8Y2M7,It Architect,1,5,7,3,108,6,97860.00,128388.00,113124.00
A3N8H8,Boat Deck Hand,1,1,3,1,438,17,18200.00,20800.00,19500.00
B8F2C5,Tiler,1,1,7,3,325,5,35100.00,35100.00,35100.00
D3Q4W3,Mason,1,1,3,3,320,5,24960.00,24960.00,24960.00
D5K2U5,Pharmacy Technician,1,3,3,3,166,19,28080.00,42120.00,35100.00
E5E5V4,Senior Associate - Transactional,1,5,4,3,118,14,190000.00,235000.00,212500.00
E7R4Q5,Drywall Finisher/ Painter,1,1,7,10,331,2,29120.00,37440.00,33280.00
E8M4K5,Yardman/labourer,1,1,3,3,456,2,18720.00,25740.00,22230.00
F4Q2G3,Kitchen Helper,1,1,4,11,463,2,16380.00,18720.00,17550.00
F5H8X5,Food & Beverage Server,1,1,2,4,256,0,14040.00,14040.00,14040.00
G4P4U7,Mason/ Carpenter,1,1,4,2,149,5,21060.00,28080.00,24570.00
G7C6G6,Stocker-,1,0,3,3,242,19,18720.00,33280.00,26000.00
H3K2G3,Domestic Helper,1,1,4,0,440,2,14560.00,15600.00,15080.00
H5U2G4,Associate - Transactional,1,5,3,3,118,14,150000.00,180000.00,165000.00
H6F3R4,Sewer Maintenace Worker,1,1,2,3,454,18,28080.00,49140.00,38610.00
H8P2S2,Paralegal - Funds And Regulatory,1,5,3,3,206,14,75000.00,87500.00,81250.00
J3C2Y2,Driver/tour Guide,1,1,4,3,432,17,17550.00,18720.00,18135.00
J3P6A7,Chief Finance Coordinator,1,5,4,3,10,0,66666.67,83333.33,75000.00
J5P7B3,Interior Designer,1,5,3,1,213,14,59997.60,65005.20,62501.40
J6K3J8,Auto Body Technician,1,3,7,3,345,19,26400.00,42000.00,34200.00
